,Injury.Severity
1376,Fatal(1)
1377,Non-Fatal
1378,Non-Fatal
1379,Non-Fatal
1380,Non-Fatal
1381,Non-Fatal
1382,Non-Fatal
1383,Non-Fatal
1384,Non-Fatal
1385,Non-Fatal
1386,Non-Fatal
1387,Non-Fatal
1388,Non-Fatal
1389,Non-Fatal
1390,Non-Fatal
1391,Non-Fatal
1392,Non-Fatal
1393,Non-Fatal
1394,Fatal(1)
1395,Non-Fatal
1396,Non-Fatal
1397,Non-Fatal
1398,Non-Fatal
1399,Non-Fatal
1400,Non-Fatal
1401,Fatal(1)
1402,Fatal(1)
1403,Fatal(1)
1404,Fatal(2)
1405,Non-Fatal
1406,Non-Fatal
1407,Non-Fatal
1408,Non-Fatal
1409,Non-Fatal
1410,Non-Fatal
1411,Non-Fatal
1412,Non-Fatal
1413,Fatal(4)
1414,Non-Fatal
1415,Non-Fatal
1416,Non-Fatal
1417,Non-Fatal
1418,Non-Fatal
1419,Non-Fatal
1420,Non-Fatal
1421,Non-Fatal
1422,Non-Fatal
1423,Non-Fatal
1424,Non-Fatal
1425,Non-Fatal
1426,Non-Fatal
1427,Incident
1428,Fatal(1)
1429,Non-Fatal
1430,Non-Fatal
1431,Non-Fatal
1432,Non-Fatal
1433,Non-Fatal
1434,Non-Fatal
1435,Non-Fatal
1436,Fatal(5)
1437,Fatal(3)
1438,Non-Fatal
1439,Non-Fatal
1440,Non-Fatal
1441,Non-Fatal
1442,Non-Fatal
1443,Non-Fatal
1444,Non-Fatal
1445,Fatal(1)
1446,Non-Fatal
1447,Fatal(1)
1448,Non-Fatal
1449,Non-Fatal
1450,Non-Fatal
1451,Non-Fatal
1452,Fatal(1)
1453,Fatal(1)
1454,Fatal(2)
1455,Non-Fatal
1456,Fatal(2)
1457,Non-Fatal
1458,Fatal(2)
1459,Non-Fatal
1460,Non-Fatal
1461,Non-Fatal
1462,Non-Fatal
1463,Fatal(1)
1464,Fatal(2)
1465,Non-Fatal
1466,Fatal(2)
1467,Incident
1468,Non-Fatal
1469,Non-Fatal
1470,Non-Fatal
1471,Fatal(2)
1472,Non-Fatal
1473,Non-Fatal
1474,Non-Fatal
1475,Non-Fatal
1476,Non-Fatal
1477,Non-Fatal
1478,Non-Fatal
1479,Non-Fatal
1480,Fatal(2)
1481,Non-Fatal
1482,Non-Fatal
1483,Non-Fatal
1484,Non-Fatal
1485,Non-Fatal
1486,Non-Fatal
1487,Non-Fatal
1488,Non-Fatal
1489,Non-Fatal
1490,Non-Fatal
1491,Fatal(1)
1492,Non-Fatal
1493,Incident
1494,Non-Fatal
1495,Fatal(2)
1496,Non-Fatal
1497,Non-Fatal
1498,Non-Fatal
1499,Non-Fatal
1500,Non-Fatal
1501,Non-Fatal
1502,Non-Fatal
1503,Fatal(1)
1504,Fatal(2)
1505,Non-Fatal
1506,Non-Fatal
1507,Non-Fatal
1508,Non-Fatal
1509,Non-Fatal
1510,Non-Fatal
1511,Non-Fatal
1512,Fatal(2)
1513,Non-Fatal
1514,Non-Fatal
1515,Non-Fatal
1516,Non-Fatal
1517,Non-Fatal
1518,Non-Fatal
1519,Non-Fatal
1520,Non-Fatal
1521,Non-Fatal
1522,Non-Fatal
1523,Non-Fatal
1524,Non-Fatal
1525,Non-Fatal
1526,Non-Fatal
1527,Non-Fatal
1528,Fatal(4)
1529,Fatal(4)
1530,Fatal(4)
1531,Non-Fatal
1532,Fatal(1)
1533,Non-Fatal
1534,Non-Fatal
1535,Non-Fatal
1536,Non-Fatal
1537,Fatal(1)
1538,Non-Fatal
1539,Non-Fatal
1540,Fatal(1)
1541,Non-Fatal
1542,Non-Fatal
1543,Non-Fatal
1544,Fatal(2)
1545,Non-Fatal
1546,Non-Fatal
1547,Non-Fatal
1548,Fatal(1)
1549,Non-Fatal
1550,Non-Fatal
1551,Non-Fatal
1552,Non-Fatal
1553,Non-Fatal
1554,Non-Fatal
1555,Non-Fatal
1556,Non-Fatal
1557,Non-Fatal
1558,Non-Fatal
1559,Non-Fatal
1560,Non-Fatal
1561,Non-Fatal
1562,Non-Fatal
1563,Non-Fatal
1564,Non-Fatal
1565,Non-Fatal
1566,Fatal(1)
1567,Non-Fatal
1568,Fatal(3)
1569,Non-Fatal
1570,Non-Fatal
1571,Non-Fatal
1572,Non-Fatal
1573,Non-Fatal
1574,Non-Fatal
1575,Non-Fatal
1576,Non-Fatal
1577,Fatal(4)
1578,Non-Fatal
1579,Non-Fatal
1580,Non-Fatal
1581,Incident
1582,Non-Fatal
1583,Non-Fatal
1584,Non-Fatal
1585,Non-Fatal
1586,Non-Fatal
1587,Non-Fatal
1588,Fatal(2)
1589,Fatal(1)
1590,Non-Fatal
1591,Non-Fatal
1592,Non-Fatal
1593,Non-Fatal
1594,Non-Fatal
1595,Non-Fatal
1596,Non-Fatal
1597,Non-Fatal
1598,Non-Fatal
1599,Non-Fatal
1600,Non-Fatal
1601,Fatal(2)
1602,Non-Fatal
1603,Fatal(1)
1604,Non-Fatal
1605,Non-Fatal
1606,Non-Fatal
1607,Non-Fatal
1608,Non-Fatal
1609,Non-Fatal
1610,Non-Fatal
1611,Non-Fatal
1612,Non-Fatal
1613,Non-Fatal
1614,Non-Fatal
1615,Non-Fatal
1616,Non-Fatal
1617,Non-Fatal
1618,Non-Fatal
1619,Fatal(3)
1620,Non-Fatal
1621,Non-Fatal
1622,Non-Fatal
1623,Non-Fatal
1624,Non-Fatal
1625,Non-Fatal
1626,Non-Fatal
1627,Non-Fatal
1628,Non-Fatal
1629,Non-Fatal
1630,Non-Fatal
1631,Non-Fatal
1632,Non-Fatal
1633,Non-Fatal
1634,Non-Fatal
1635,Non-Fatal
1636,Fatal(1)
1637,Fatal(1)
1638,Incident
1639,Non-Fatal
1640,Non-Fatal
1641,Non-Fatal
1642,Non-Fatal
1643,Non-Fatal
1644,Non-Fatal
1645,Non-Fatal
1646,Non-Fatal
1647,Non-Fatal
1648,Non-Fatal
1649,Non-Fatal
1650,Non-Fatal
1651,Fatal(1)
1652,Non-Fatal
1653,Non-Fatal
1654,Fatal(1)
1655,Non-Fatal
1656,Fatal(1)
1657,Fatal(1)
1658,Non-Fatal
1659,Non-Fatal
1660,Non-Fatal
1661,Non-Fatal
1662,Non-Fatal
1663,Non-Fatal
1664,Non-Fatal
1665,Non-Fatal
1666,Non-Fatal
1667,Non-Fatal
1668,Fatal(1)
1669,Non-Fatal
1670,Non-Fatal
1671,Non-Fatal
1672,Non-Fatal
1673,Non-Fatal
1674,Non-Fatal
1675,Non-Fatal
1676,Non-Fatal
1677,Non-Fatal
1678,Non-Fatal
1679,Non-Fatal
1680,Non-Fatal
1681,Fatal(3)
1682,Non-Fatal
1683,Fatal(1)
1684,Non-Fatal
1685,Non-Fatal
1686,Non-Fatal
1687,Non-Fatal
1688,Non-Fatal
1689,Non-Fatal
1690,Non-Fatal
1691,Fatal(6)
1692,Non-Fatal
1693,Non-Fatal
1694,Non-Fatal
1695,Non-Fatal
1696,Non-Fatal
1697,Non-Fatal
1698,Non-Fatal
1699,Non-Fatal
1700,Non-Fatal
1701,Non-Fatal
1702,Non-Fatal
1703,Non-Fatal
1704,Non-Fatal
1705,Non-Fatal
1706,Non-Fatal
1707,Non-Fatal
1708,Fatal(3)
1709,Fatal(3)
1710,Fatal(3)
1711,Fatal(3)
1712,Non-Fatal
1713,Non-Fatal
1714,Non-Fatal
1715,Non-Fatal
1716,Non-Fatal
1717,Non-Fatal
1718,Non-Fatal
1719,Fatal(1)
1720,Non-Fatal
1721,Non-Fatal
1722,Non-Fatal
1723,Non-Fatal
1724,Non-Fatal
1725,Non-Fatal
1726,Non-Fatal
1727,Non-Fatal
1728,Fatal(3)
1729,Non-Fatal
1730,Non-Fatal
1731,Non-Fatal
1732,Fatal(1)
1733,Non-Fatal
1734,Non-Fatal
1735,Non-Fatal
1736,Non-Fatal
1737,Non-Fatal
1738,Non-Fatal
1739,Non-Fatal
1740,Non-Fatal
1741,Non-Fatal
1742,Non-Fatal
1743,Non-Fatal
1744,Non-Fatal
1745,Non-Fatal
1746,Non-Fatal
1747,Non-Fatal
1748,Non-Fatal
1749,Non-Fatal
1750,Non-Fatal
1751,Fatal(1)
1752,Non-Fatal
1753,Non-Fatal
1754,Non-Fatal
1755,Non-Fatal
1756,Non-Fatal
1757,Non-Fatal
1758,Non-Fatal
1759,Non-Fatal
1760,Non-Fatal
1761,Non-Fatal
1762,Non-Fatal
1763,Non-Fatal
1764,Non-Fatal
1765,Non-Fatal
1766,Fatal(1)
1767,Non-Fatal
1768,Non-Fatal
1769,Non-Fatal
1770,Non-Fatal
1771,Non-Fatal
1772,Non-Fatal
1773,Non-Fatal
1774,Non-Fatal
1775,Non-Fatal
1776,Non-Fatal
1777,Non-Fatal
1778,Non-Fatal
1779,Non-Fatal
1780,Non-Fatal
1781,Fatal(1)
1782,Fatal(2)
1783,Non-Fatal
1784,Fatal(2)
1785,Non-Fatal
1786,Non-Fatal
1787,Non-Fatal
1788,Non-Fatal
1789,Non-Fatal
1790,Non-Fatal
1791,Non-Fatal
1792,Non-Fatal
1793,Non-Fatal
1794,Non-Fatal
1795,Non-Fatal
1796,Non-Fatal
1797,Fatal(1)
1798,Incident
1799,Non-Fatal
1800,Non-Fatal
1801,Non-Fatal
1802,Non-Fatal
1803,Non-Fatal
1804,Non-Fatal
1805,Non-Fatal
1806,Non-Fatal
1807,Non-Fatal
1808,Non-Fatal
1809,Fatal(2)
1810,Non-Fatal
1811,Non-Fatal
1812,Non-Fatal
1813,Non-Fatal
1814,Non-Fatal
1815,Non-Fatal
1816,Non-Fatal
1817,Non-Fatal
1818,Non-Fatal
1819,Fatal(1)
1820,Non-Fatal
1821,Non-Fatal
1822,Non-Fatal
1823,Non-Fatal
1824,Non-Fatal
1825,Non-Fatal
1826,Non-Fatal
1827,Non-Fatal
1828,Non-Fatal
1829,Non-Fatal
1830,Non-Fatal
1831,Non-Fatal
1832,Non-Fatal
1833,Incident
1834,Incident
1835,Non-Fatal
1836,Non-Fatal
1837,Fatal(4)
1838,Non-Fatal
1839,Fatal(2)
1840,Fatal(2)
1841,Non-Fatal
1842,Non-Fatal
1843,Non-Fatal
1844,Non-Fatal
1845,Non-Fatal
1846,Non-Fatal
1847,Non-Fatal
1848,Non-Fatal
1849,Non-Fatal
1850,Fatal(1)
1851,Non-Fatal
1852,Non-Fatal
1853,Non-Fatal
1854,Non-Fatal
1855,Non-Fatal
1856,Non-Fatal
1857,Non-Fatal
1858,Non-Fatal
1859,Non-Fatal
1860,Non-Fatal
1861,Non-Fatal
1862,Non-Fatal
1863,Non-Fatal
1864,Non-Fatal
1865,Non-Fatal
1866,Non-Fatal
1867,Non-Fatal
1868,Non-Fatal
1869,Non-Fatal
1870,Non-Fatal
1871,Fatal(153)
1872,Non-Fatal
1873,Non-Fatal
1874,Non-Fatal
1875,Non-Fatal
1876,Fatal(1)
1877,Non-Fatal
1878,Non-Fatal
1879,Non-Fatal
1880,Non-Fatal
1881,Non-Fatal
1882,Non-Fatal
1883,Fatal(1)
1884,Non-Fatal
1885,Non-Fatal
1886,Non-Fatal
1887,Non-Fatal
1888,Non-Fatal
1889,Non-Fatal
1890,Non-Fatal
1891,Non-Fatal
1892,Non-Fatal
1893,Non-Fatal
1894,Non-Fatal
1895,Fatal(1)
1896,Fatal(1)
1897,Fatal(2)
1898,Non-Fatal
1899,Non-Fatal
1900,Non-Fatal
1901,Non-Fatal
1902,Non-Fatal
1903,Non-Fatal
1904,Non-Fatal
1905,Non-Fatal
1906,Non-Fatal
1907,Fatal(1)
1908,Non-Fatal
1909,Non-Fatal
1910,Non-Fatal
1911,Non-Fatal
1912,Non-Fatal
1913,Non-Fatal
1914,Non-Fatal
1915,Fatal(1)
1916,Non-Fatal
1917,Non-Fatal
1918,Non-Fatal
1919,Non-Fatal
1920,Non-Fatal
1921,Non-Fatal
1922,Non-Fatal
1923,Non-Fatal
1924,Non-Fatal
1925,Non-Fatal
1926,Non-Fatal
1927,Non-Fatal
1928,Non-Fatal
1929,Non-Fatal
1930,Non-Fatal
1931,Non-Fatal
1932,Non-Fatal
1933,Fatal(1)
1934,Non-Fatal
1935,Non-Fatal
1936,Non-Fatal
1937,Non-Fatal
1938,Non-Fatal
1939,Non-Fatal
1940,Non-Fatal
1941,Non-Fatal
1942,Fatal(4)
1943,Fatal(4)
1944,Non-Fatal
1945,Non-Fatal
1946,Fatal(1)
1947,Non-Fatal
1948,Non-Fatal
1949,Non-Fatal
1950,Non-Fatal
1951,Non-Fatal
1952,Non-Fatal
1953,Non-Fatal
1954,Non-Fatal
1955,Non-Fatal
1956,Non-Fatal
1957,Incident
1958,Fatal(1)
1959,Non-Fatal
1960,Non-Fatal
1961,Non-Fatal
1962,Non-Fatal
1963,Non-Fatal
1964,Non-Fatal
1965,Non-Fatal
1966,Non-Fatal
1967,Fatal(1)
1968,Fatal(1)
1969,Non-Fatal
1970,Non-Fatal
1971,Fatal(1)
1972,Non-Fatal
1973,Non-Fatal
1974,Non-Fatal
1975,Non-Fatal
1976,Non-Fatal
1977,Non-Fatal
1978,Non-Fatal
1979,Non-Fatal
1980,Non-Fatal
1981,Non-Fatal
1982,Non-Fatal
1983,Fatal(3)
1984,Non-Fatal
1985,Fatal(5)
1986,Non-Fatal
1987,Non-Fatal
1988,Non-Fatal
1989,Non-Fatal
1990,Non-Fatal
1991,Non-Fatal
1992,Non-Fatal
1993,Non-Fatal
1994,Non-Fatal
1995,Non-Fatal
1996,Non-Fatal
1997,Fatal(1)
1998,Non-Fatal
1999,Fatal(4)
2000,Fatal(2)
2001,Non-Fatal
2002,Non-Fatal
2003,Non-Fatal
2004,Non-Fatal
2005,Non-Fatal
2006,Non-Fatal
2007,Non-Fatal
2008,Non-Fatal
2009,Non-Fatal
2010,Non-Fatal
2011,Non-Fatal
2012,Non-Fatal
2013,Non-Fatal
2014,Non-Fatal
2015,Non-Fatal
2016,Non-Fatal
2017,Non-Fatal
2018,Non-Fatal
2019,Non-Fatal
2020,Non-Fatal
2021,Incident
2022,Fatal(1)
2023,Non-Fatal
2024,Fatal(1)
2025,Non-Fatal
2026,Non-Fatal
2027,Non-Fatal
2028,Non-Fatal
2029,Non-Fatal
2030,Non-Fatal
2031,Fatal(1)
2032,Non-Fatal
2033,Non-Fatal
2034,Fatal(1)
2035,Non-Fatal
2036,Fatal(2)
2037,Fatal(1)
2038,Non-Fatal
2039,Fatal(2)
2040,Fatal(2)
2041,Fatal(1)
2042,Non-Fatal
2043,Non-Fatal
2044,Non-Fatal
2045,Non-Fatal
2046,Non-Fatal
2047,Non-Fatal
2048,Non-Fatal
2049,Non-Fatal
2050,Non-Fatal
2051,Non-Fatal
2052,Fatal(6)
2053,Fatal(6)
2054,Non-Fatal
2055,Fatal(1)
2056,Fatal(2)
2057,Non-Fatal
2058,Non-Fatal
2059,Non-Fatal
2060,Non-Fatal
2061,Non-Fatal
2062,Non-Fatal
2063,Non-Fatal
2064,Non-Fatal
2065,Incident
2066,Non-Fatal
2067,Fatal(2)
2068,Non-Fatal
2069,Non-Fatal
2070,Non-Fatal
2071,Non-Fatal
2072,Non-Fatal
2073,Non-Fatal
2074,Non-Fatal
2075,Fatal(3)
2076,Non-Fatal
2077,Fatal(3)
2078,Fatal(4)
2079,Fatal(2)
2080,Non-Fatal
2081,Non-Fatal
2082,Non-Fatal
2083,Non-Fatal
2084,Non-Fatal
2085,Non-Fatal
2086,Non-Fatal
2087,Non-Fatal
2088,Non-Fatal
2089,Non-Fatal
2090,Non-Fatal
2091,Non-Fatal
2092,Non-Fatal
2093,Non-Fatal
2094,Non-Fatal
2095,Non-Fatal
2096,Non-Fatal
2097,Non-Fatal
2098,Non-Fatal
2099,Fatal(4)
2100,Non-Fatal
2101,Non-Fatal
2102,Non-Fatal
2103,Non-Fatal
2104,Non-Fatal
2105,Non-Fatal
2106,Non-Fatal
2107,Non-Fatal
2108,Non-Fatal
2109,Non-Fatal
2110,Non-Fatal
2111,Non-Fatal
2112,Non-Fatal
2113,Non-Fatal
2114,Non-Fatal
2115,Non-Fatal
2116,Non-Fatal
2117,Non-Fatal
2118,Non-Fatal
2119,Non-Fatal
2120,Non-Fatal
2121,Non-Fatal
2122,Non-Fatal
2123,Non-Fatal
2124,Non-Fatal
2125,Fatal(2)
2126,Non-Fatal
2127,Fatal(2)
2128,Non-Fatal
2129,Non-Fatal
2130,Non-Fatal
2131,Non-Fatal
2132,Incident
2133,Fatal(12)
2134,Fatal(2)
2135,Fatal(1)
2136,Non-Fatal
2137,Non-Fatal
2138,Non-Fatal
2139,Non-Fatal
2140,Non-Fatal
2141,Non-Fatal
2142,Non-Fatal
2143,Non-Fatal
2144,Non-Fatal
2145,Non-Fatal
2146,Non-Fatal
2147,Non-Fatal
2148,Fatal(2)
2149,Fatal(1)
2150,Fatal(1)
2151,Incident
2152,Incident
2153,Non-Fatal
2154,Non-Fatal
2155,Non-Fatal
2156,Non-Fatal
2157,Non-Fatal
2158,Non-Fatal
2159,Non-Fatal
2160,Non-Fatal
2161,Non-Fatal
2162,Non-Fatal
2163,Fatal(1)
2164,Non-Fatal
2165,Non-Fatal
2166,Fatal(1)
2167,Non-Fatal
2168,Incident
2169,Non-Fatal
2170,Fatal(2)
2171,Non-Fatal
2172,Non-Fatal
2173,Non-Fatal
2174,Non-Fatal
2175,Non-Fatal
2176,Non-Fatal
2177,Non-Fatal
2178,Non-Fatal
2179,Fatal(1)
2180,Non-Fatal
2181,Incident
2182,Non-Fatal
2183,Non-Fatal
2184,Non-Fatal
2185,Non-Fatal
2186,Non-Fatal
2187,Non-Fatal
2188,Non-Fatal
2189,Non-Fatal
2190,Fatal(1)
2191,Non-Fatal
2192,Non-Fatal
2193,Non-Fatal
2194,Non-Fatal
2195,Non-Fatal
2196,Non-Fatal
2197,Non-Fatal
2198,Fatal(1)
2199,Non-Fatal
2200,Non-Fatal
2201,Non-Fatal
2202,Non-Fatal
2203,Non-Fatal
2204,Non-Fatal
2205,Non-Fatal
2206,Non-Fatal
2207,Non-Fatal
2208,Non-Fatal
2209,Non-Fatal
2210,Non-Fatal
2211,Fatal(1)
2212,Non-Fatal
2213,Fatal(1)
2214,Non-Fatal
2215,Non-Fatal
2216,Non-Fatal
2217,Non-Fatal
2218,Non-Fatal
2219,Non-Fatal
2220,Non-Fatal
2221,Non-Fatal
2222,Non-Fatal
2223,Fatal(3)
2224,Fatal(3)
2225,Non-Fatal
2226,Non-Fatal
2227,Non-Fatal
2228,Non-Fatal
2229,Non-Fatal
2230,Non-Fatal
2231,Non-Fatal
2232,Non-Fatal
2233,Non-Fatal
2234,Non-Fatal
2235,Non-Fatal
2236,Fatal(2)
2237,Fatal(2)
2238,Non-Fatal
2239,Non-Fatal
2240,Non-Fatal
2241,Incident
2242,Non-Fatal
2243,Non-Fatal
2244,Non-Fatal
2245,Non-Fatal
2246,Non-Fatal
2247,Non-Fatal
2248,Non-Fatal
2249,Non-Fatal
2250,Non-Fatal
2251,Non-Fatal
2252,Incident
2253,Non-Fatal
2254,Incident
2255,Non-Fatal
2256,Non-Fatal
2257,Non-Fatal
2258,Non-Fatal
2259,Non-Fatal
2260,Non-Fatal
2261,Non-Fatal
2262,Non-Fatal
2263,Non-Fatal
2264,Non-Fatal
2265,Fatal(2)
2266,Non-Fatal
2267,Non-Fatal
2268,Non-Fatal
2269,Non-Fatal
2270,Non-Fatal
2271,Non-Fatal
2272,Non-Fatal
2273,Non-Fatal
2274,Non-Fatal
2275,Non-Fatal
2276,Fatal(2)
2277,Non-Fatal
2278,Non-Fatal
2279,Non-Fatal
2280,Non-Fatal
2281,Non-Fatal
2282,Incident
2283,Fatal(2)
2284,Fatal(1)
2285,Non-Fatal
2286,Fatal(1)
2287,Non-Fatal
2288,Non-Fatal
2289,Fatal(1)
2290,Fatal(1)
2291,Non-Fatal
2292,Non-Fatal
2293,Non-Fatal
2294,Non-Fatal
2295,Non-Fatal
2296,Non-Fatal
2297,Non-Fatal
2298,Non-Fatal
2299,Non-Fatal
2300,Non-Fatal
2301,Non-Fatal
2302,Fatal(1)
2303,Non-Fatal
2304,Non-Fatal
2305,Non-Fatal
2306,Non-Fatal
2307,Non-Fatal
2308,Non-Fatal
2309,Non-Fatal
2310,Non-Fatal
2311,Non-Fatal
2312,Fatal(1)
2313,Non-Fatal
2314,Non-Fatal
2315,Non-Fatal
2316,Non-Fatal
2317,Non-Fatal
2318,Non-Fatal
2319,Non-Fatal
2320,Non-Fatal
2321,Non-Fatal
2322,Non-Fatal
2323,Non-Fatal
2324,Non-Fatal
2325,Non-Fatal
2326,Non-Fatal
2327,Non-Fatal
2328,Non-Fatal
2329,Non-Fatal
2330,Non-Fatal
2331,Fatal(2)
2332,Non-Fatal
2333,Fatal(1)
2334,Non-Fatal
2335,Incident
2336,Non-Fatal
2337,Fatal(2)
2338,Fatal(2)
2339,Non-Fatal
2340,Non-Fatal
2341,Non-Fatal
2342,Non-Fatal
2343,Non-Fatal
2344,Non-Fatal
2345,Non-Fatal
2346,Non-Fatal
2347,Non-Fatal
2348,Non-Fatal
2349,Non-Fatal
2350,Non-Fatal
2351,Non-Fatal
2352,Non-Fatal
2353,Non-Fatal
2354,Non-Fatal
2355,Fatal(2)
2356,Fatal(2)
2357,Incident
2358,Non-Fatal
2359,Non-Fatal
2360,Fatal(2)
2361,Non-Fatal
2362,Non-Fatal
2363,Non-Fatal
2364,Non-Fatal
2365,Non-Fatal
2366,Non-Fatal
2367,Non-Fatal
2368,Non-Fatal
2369,Fatal(1)
2370,Non-Fatal
2371,Non-Fatal
2372,Non-Fatal
2373,Non-Fatal
2374,Non-Fatal
2375,Non-Fatal
2376,Non-Fatal
2377,Non-Fatal
2378,Non-Fatal
2379,Non-Fatal
2380,Fatal(3)
2381,Non-Fatal
2382,Non-Fatal
2383,Non-Fatal
2384,Non-Fatal
2385,Non-Fatal
2386,Non-Fatal
2387,Non-Fatal
2388,Non-Fatal
2389,Non-Fatal
2390,Non-Fatal
2391,Non-Fatal
2392,Non-Fatal
2393,Non-Fatal
2394,Incident
2395,Non-Fatal
2396,Non-Fatal
2397,Non-Fatal
2398,Non-Fatal
2399,Non-Fatal
2400,Non-Fatal
2401,Non-Fatal
2402,Non-Fatal
2403,Non-Fatal
2404,Non-Fatal
2405,Non-Fatal
2406,Non-Fatal
2407,Fatal(2)
2408,Fatal(2)
2409,Non-Fatal
2410,Fatal(1)
2411,Non-Fatal
2412,Non-Fatal
2413,Non-Fatal
2414,Non-Fatal
2415,Non-Fatal
2416,Non-Fatal
2417,Non-Fatal
2418,Non-Fatal
2419,Non-Fatal
2420,Non-Fatal
2421,Non-Fatal
2422,Non-Fatal
2423,Fatal(2)
2424,Fatal(2)
2425,Non-Fatal
2426,Non-Fatal
2427,Non-Fatal
2428,Non-Fatal
2429,Non-Fatal
2430,Non-Fatal
2431,Non-Fatal
2432,Non-Fatal
2433,Fatal(1)
2434,Non-Fatal
2435,Non-Fatal
2436,Non-Fatal
2437,Non-Fatal
2438,Non-Fatal
2439,Non-Fatal
2440,Non-Fatal
2441,Non-Fatal
2442,Fatal(1)
2443,Non-Fatal
2444,Non-Fatal
2445,Non-Fatal
2446,Non-Fatal
2447,Non-Fatal
2448,Non-Fatal
2449,Non-Fatal
2450,Non-Fatal
2451,Non-Fatal
2452,Non-Fatal
2453,Non-Fatal
2454,Non-Fatal
2455,Non-Fatal
2456,Incident
2457,Non-Fatal
2458,Non-Fatal
2459,Non-Fatal
2460,Non-Fatal
2461,Fatal(2)
2462,Non-Fatal
2463,Non-Fatal
2464,Non-Fatal
2465,Non-Fatal
2466,Non-Fatal
2467,Non-Fatal
2468,Non-Fatal
2469,Non-Fatal
2470,Non-Fatal
2471,Non-Fatal
2472,Non-Fatal
2473,Non-Fatal
2474,Non-Fatal
2475,Non-Fatal
2476,Fatal(1)
2477,Fatal(1)
2478,Non-Fatal
2479,Fatal(1)
2480,Fatal(1)
2481,Non-Fatal
2482,Non-Fatal
2483,Non-Fatal
2484,Non-Fatal
2485,Non-Fatal
2486,Non-Fatal
2487,Non-Fatal
2488,Non-Fatal
2489,Non-Fatal
2490,Non-Fatal
2491,Non-Fatal
2492,Fatal(1)
2493,Fatal(4)
2494,Fatal(2)
2495,Fatal(1)
2496,Fatal(3)
2497,Non-Fatal
2498,Non-Fatal
2499,Fatal(2)
2500,Non-Fatal
2501,Non-Fatal
2502,Non-Fatal
2503,Non-Fatal
2504,Fatal(2)
2505,Fatal(2)
2506,Non-Fatal
2507,Non-Fatal
2508,Non-Fatal
2509,Non-Fatal
2510,Fatal(2)
2511,Non-Fatal
2512,Incident
2513,Incident
2514,Non-Fatal
2515,Non-Fatal
2516,Non-Fatal
2517,Non-Fatal
2518,Non-Fatal
2519,Non-Fatal
2520,Non-Fatal
2521,Non-Fatal
2522,Non-Fatal
2523,Non-Fatal
2524,Non-Fatal
2525,Non-Fatal
2526,Non-Fatal
2527,Non-Fatal
2528,Non-Fatal
2529,Fatal(2)
2530,Non-Fatal
2531,Non-Fatal
2532,Non-Fatal
2533,Non-Fatal
2534,Non-Fatal
2535,Non-Fatal
2536,Non-Fatal
2537,Non-Fatal
2538,Non-Fatal
2539,Non-Fatal
2540,Non-Fatal
2541,Fatal(1)
2542,Non-Fatal
2543,Non-Fatal
2544,Non-Fatal
2545,Non-Fatal
2546,Non-Fatal
2547,Non-Fatal
2548,Non-Fatal
2549,Non-Fatal
2550,Non-Fatal
2551,Non-Fatal
2552,Non-Fatal
2553,Non-Fatal
2554,Non-Fatal
2555,Non-Fatal
2556,Non-Fatal
2557,Non-Fatal
2558,Non-Fatal
2559,Fatal(2)
2560,Fatal(4)
2561,Fatal(2)
2562,Fatal(1)
2563,Incident
2564,Non-Fatal
2565,Fatal(1)
2566,Fatal(2)
2567,Non-Fatal
2568,Non-Fatal
2569,Non-Fatal
2570,Non-Fatal
2571,Non-Fatal
2572,Non-Fatal
2573,Non-Fatal
2574,Non-Fatal
2575,Non-Fatal
2576,Fatal(1)
2577,Non-Fatal
2578,Fatal(1)
2579,Non-Fatal
2580,Non-Fatal
2581,Non-Fatal
2582,Non-Fatal
2583,Non-Fatal
2584,Non-Fatal
2585,Non-Fatal
2586,Non-Fatal
2587,Non-Fatal
2588,Fatal(1)
2589,Non-Fatal
2590,Non-Fatal
2591,Non-Fatal
2592,Non-Fatal
2593,Non-Fatal
2594,Non-Fatal
2595,Non-Fatal
2596,Non-Fatal
2597,Non-Fatal
2598,Incident
2599,Fatal(1)
2600,Non-Fatal
2601,Non-Fatal
2602,Non-Fatal
2603,Non-Fatal
2604,Non-Fatal
2605,Non-Fatal
2606,Non-Fatal
2607,Non-Fatal
2608,Non-Fatal
2609,Non-Fatal
2610,Non-Fatal
2611,Fatal(2)
2612,Fatal(2)
2613,Non-Fatal
2614,Incident
2615,Non-Fatal
2616,Non-Fatal
2617,Non-Fatal
2618,Non-Fatal
2619,Non-Fatal
2620,Non-Fatal
2621,Non-Fatal
2622,Non-Fatal
2623,Non-Fatal
2624,Non-Fatal
2625,Non-Fatal
2626,Fatal(1)
2627,Fatal(1)
2628,Non-Fatal
2629,Non-Fatal
2630,Non-Fatal
2631,Non-Fatal
2632,Non-Fatal
2633,Non-Fatal
2634,Non-Fatal
2635,Non-Fatal
2636,Non-Fatal
2637,Fatal(2)
2638,Non-Fatal
2639,Fatal(1)
2640,Non-Fatal
2641,Fatal(3)
2642,Non-Fatal
2643,Non-Fatal
2644,Non-Fatal
2645,Non-Fatal
2646,Non-Fatal
2647,Non-Fatal
2648,Non-Fatal
2649,Non-Fatal
2650,Non-Fatal
2651,Fatal(2)
2652,Non-Fatal
2653,Fatal(2)
2654,Non-Fatal
2655,Non-Fatal
2656,Non-Fatal
2657,Fatal(2)
